timestamp,Equity,DrawdownPct,DrawdownDuration
2020-09-27 00:00:00+00:00,100000.0,0.0,
2020-09-27 04:00:00+00:00,100000.0,0.0,
2020-09-27 08:00:00+00:00,100000.0,0.0,
2020-09-27 12:00:00+00:00,100000.0,0.0,
2020-09-27 16:00:00+00:00,100000.0,0.0,
2020-09-27 20:00:00+00:00,100000.0,0.0,
2020-09-28 00:00:00+00:00,100000.0,0.0,
2020-09-28 04:00:00+00:00,100000.0,0.0,
2020-09-28 08:00:00+00:00,100000.0,0.0,
2020-09-28 12:00:00+00:00,100000.0,0.0,
2020-09-28 16:00:00+00:00,100000.0,0.0,
2020-09-28 20:00:00+00:00,100000.0,0.0,
2020-09-29 00:00:00+00:00,100000.0,0.0,
2020-09-29 04:00:00+00:00,100000.0,0.0,
2020-09-29 08:00:00+00:00,100000.0,0.0,
2020-09-29 12:00:00+00:00,100000.0,0.0,
2020-09-29 16:00:00+00:00,100000.0,0.0,
2020-09-29 20:00:00+00:00,100000.0,0.0,
2020-09-30 00:00:00+00:00,100000.0,0.0,
2020-09-30 04:00:00+00:00,100000.0,0.0,
2020-09-30 08:00:00+00:00,100000.0,0.0,
2020-09-30 12:00:00+00:00,100000.0,0.0,
2020-09-30 16:00:00+00:00,100000.0,0.0,
2020-09-30 20:00:00+00:00,100000.0,0.0,
2020-10-01 00:00:00+00:00,100000.0,0.0,
2020-10-01 04:00:00+00:00,100000.0,0.0,
2020-10-01 08:00:00+00:00,100000.0,0.0,
2020-10-01 12:00:00+00:00,100000.0,0.0,
2020-10-01 16:00:00+00:00,100000.0,0.0,
2020-10-01 20:00:00+00:00,100000.0,0.0,
2020-10-02 00:00:00+00:00,100000.0,0.0,
2020-10-02 04:00:00+00:00,100000.0,0.0,
2020-10-02 08:00:00+00:00,100000.0,0.0,
2020-10-02 12:00:00+00:00,100000.0,0.0,
2020-10-02 16:00:00+00:00,100000.0,0.0,
2020-10-02 20:00:00+00:00,100000.0,0.0,
2020-10-03 00:00:00+00:00,100000.0,0.0,
2020-10-03 04:00:00+00:00,100000.0,0.0,
2020-10-03 08:00:00+00:00,100000.0,0.0,
2020-10-03 12:00:00+00:00,100000.0,0.0,
2020-10-03 16:00:00+00:00,100000.0,0.0,
2020-10-03 20:00:00+00:00,100000.0,0.0,
2020-10-04 00:00:00+00:00,100000.0,0.0,
2020-10-04 04:00:00+00:00,100000.0,0.0,
2020-10-04 08:00:00+00:00,100000.0,0.0,
2020-10-04 12:00:00+00:00,100000.0,0.0,
2020-10-04 16:00:00+00:00,100000.0,0.0,
2020-10-04 20:00:00+00:00,100000.0,0.0,
2020-10-05 00:00:00+00:00,100000.0,0.0,
2020-10-05 04:00:00+00:00,100000.0,0.0,
2020-10-05 08:00:00+00:00,100000.0,0.0,
2020-10-05 12:00:00+00:00,100000.0,0.0,
2020-10-05 16:00:00+00:00,100000.0,0.0,
2020-10-05 20:00:00+00:00,100000.0,0.0,
2020-10-06 00:00:00+00:00,100000.0,0.0,
2020-10-06 04:00:00+00:00,100000.0,0.0,
2020-10-06 08:00:00+00:00,100000.0,0.0,
2020-10-06 12:00:00+00:00,100000.0,0.0,
2020-10-06 16:00:00+00:00,100000.0,0.0,
2020-10-06 20:00:00+00:00,100000.0,0.0,
2020-10-07 00:00:00+00:00,100000.0,0.0,
2020-10-07 04:00:00+00:00,100000.0,0.0,
2020-10-07 08:00:00+00:00,100000.0,0.0,
2020-10-07 12:00:00+00:00,100000.0,0.0,
2020-10-07 16:00:00+00:00,100000.0,0.0,
2020-10-07 20:00:00+00:00,100000.0,0.0,
2020-10-08 00:00:00+00:00,100000.0,0.0,
2020-10-08 04:00:00+00:00,100000.0,0.0,
