timestamp,Equity,DrawdownPct,DrawdownDuration
2020-09-20 00:00:00+00:00,100000.0,0.0,
2020-09-20 04:00:00+00:00,100000.0,0.0,
2020-09-20 08:00:00+00:00,100000.0,0.0,
2020-09-20 12:00:00+00:00,100000.0,0.0,
2020-09-20 16:00:00+00:00,100000.0,0.0,
2020-09-20 20:00:00+00:00,100000.0,0.0,
2020-09-21 00:00:00+00:00,100000.0,0.0,
2020-09-21 04:00:00+00:00,100000.0,0.0,
2020-09-21 08:00:00+00:00,100000.0,0.0,
2020-09-21 12:00:00+00:00,100000.0,0.0,
2020-09-21 16:00:00+00:00,100000.0,0.0,
2020-09-21 20:00:00+00:00,100000.0,0.0,
2020-09-22 00:00:00+00:00,100000.0,0.0,
2020-09-22 04:00:00+00:00,100000.0,0.0,
2020-09-22 08:00:00+00:00,100000.0,0.0,
2020-09-22 12:00:00+00:00,100000.0,0.0,
2020-09-22 16:00:00+00:00,100000.0,0.0,
2020-09-22 20:00:00+00:00,100000.0,0.0,
2020-09-23 00:00:00+00:00,100000.0,0.0,
2020-09-23 04:00:00+00:00,100000.0,0.0,
2020-09-23 08:00:00+00:00,100000.0,0.0,
2020-09-23 12:00:00+00:00,100000.0,0.0,
2020-09-23 16:00:00+00:00,100000.0,0.0,
2020-09-23 20:00:00+00:00,100000.0,0.0,
2020-09-24 00:00:00+00:00,100000.0,0.0,
2020-09-24 04:00:00+00:00,100661.43599623033,0.0,
2020-09-24 08:00:00+00:00,100429.80639747893,0.0023010758435839662,
2020-09-24 12:00:00+00:00,100527.33464958478,0.0013322018041802552,
2020-09-24 16:00:00+00:00,101639.00433569762,0.0,0 days 12:00:00
2020-09-24 20:00:00+00:00,101418.80382898987,0.002166496102032567,
2020-09-25 00:00:00+00:00,100425.99670013104,0.011934469876940246,
2020-09-25 04:00:00+00:00,100333.80202431223,0.012841549559798104,
2020-09-25 08:00:00+00:00,100540.28762056759,0.01080999093124868,
2020-09-25 12:00:00+00:00,101363.18224771075,0.0027137425222690803,
2020-09-25 16:00:00+00:00,101979.59127859854,0.0,1 days 00:00:00
2020-09-25 20:00:00+00:00,101745.6758614384,0.0022937473491250193,
2020-09-26 00:00:00+00:00,101255.74878250039,0.007097915249735465,
2020-09-26 04:00:00+00:00,101324.32333476232,0.006425481173444769,
2020-09-26 08:00:00+00:00,101444.7097709555,0.005244985795067603,
2020-09-26 12:00:00+00:00,101362.42030824117,0.006051906686616593,
2020-09-26 16:00:00+00:00,100848.87310574627,0.011087690769060354,
2020-09-26 20:00:00+00:00,101319.75169794486,0.006470310111864164,
2020-09-27 00:00:00+00:00,101359.37255036287,0.006081792645562745,
2020-09-27 04:00:00+00:00,100840.49177158093,0.011169877156162578,
2020-09-27 08:00:00+00:00,100698.00909077004,0.012567045736899929,
2020-09-27 12:00:00+00:00,101371.5635818761,0.005962248809777804,
2020-09-27 16:00:00+00:00,101325.0852742319,0.0064180096837082035,
2020-09-27 20:00:00+00:00,101590.2402096447,0.0038179312553838773,
2020-09-28 00:00:00+00:00,101190.22198811677,0.007740463367079897,
2020-09-28 04:00:00+00:00,100844.30146892881,0.011132519707479749,
2020-09-28 08:00:00+00:00,100655.34048047372,0.0129854491621475,
2020-09-28 12:00:00+00:00,100963.92596565241,0.009959495818839259,
2020-09-28 16:00:00+00:00,100403.9004555133,0.015451040775213642,
2020-09-28 20:00:00+00:00,100025.97847860311,0.019156899684549145,
2020-09-29 00:00:00+00:00,99878.92416097476,0.02059889720370578,
2020-09-29 04:00:00+00:00,100265.22747205029,0.016810851907268165,
2020-09-29 08:00:00+00:00,100288.0856561376,0.016586707215171193,
2020-09-29 12:00:00+00:00,100248.4648037196,0.0169752246814725,
2020-09-29 16:00:00+00:00,99545.19467330004,0.02387140970832058,
