case_id,asset,strategy,window,roundtrip_cost_bps,year,return_pct,ending_equity,bars,partial_year
btc_dual_full_causal_guard_rt8bps,BTC,dual,full_causal_guard,8,2020,45.264613820469336,145264.61382046933,2130,False
btc_dual_full_causal_guard_rt8bps,BTC,dual,full_causal_guard,8,2021,26.579566758001327,183875.3188266338,2190,False
btc_dual_full_causal_guard_rt8bps,BTC,dual,full_causal_guard,8,2022,6.316677124723324,195490.12902896787,2190,False
btc_dual_full_causal_guard_rt8bps,BTC,dual,full_causal_guard,8,2023,7.203477411047143,209572.2163143965,2190,False
btc_dual_full_causal_guard_rt8bps,BTC,dual,full_causal_guard,8,2024,30.527909067764835,273550.2319421549,2196,False
btc_dual_full_causal_guard_rt8bps,BTC,dual,full_causal_guard,8,2025,6.313762914648469,290821.54503945354,2190,False
btc_dual_full_causal_guard_rt8bps,BTC,dual,full_causal_guard,8,2026,-2.0139001795101974,284964.6894218497,1086,True
eth_dual_full_causal_guard_rt8bps,ETH,dual,full_causal_guard,8,2020,102.80737503717008,202807.37503717007,2130,False
eth_dual_full_causal_guard_rt8bps,ETH,dual,full_causal_guard,8,2021,86.03113363591784,377284.85887889494,2190,False
eth_dual_full_causal_guard_rt8bps,ETH,dual,full_causal_guard,8,2022,-17.807873829394605,310098.44723233185,2190,False
eth_dual_full_causal_guard_rt8bps,ETH,dual,full_causal_guard,8,2023,9.064383024248613,338206.9582417179,2190,False
eth_dual_full_causal_guard_rt8bps,ETH,dual,full_causal_guard,8,2024,0.44235669146788226,339703.0393525101,2196,False
eth_dual_full_causal_guard_rt8bps,ETH,dual,full_causal_guard,8,2025,-7.08832345945779,315623.78912159504,2190,False
eth_dual_full_causal_guard_rt8bps,ETH,dual,full_causal_guard,8,2026,2.021482606329217,322004.06912012526,1086,True
sol_dual_full_causal_guard_rt8bps,SOL,dual,full_causal_guard,8,2020,-2.8230967771740056,97176.90322282599,576,True
sol_dual_full_causal_guard_rt8bps,SOL,dual,full_causal_guard,8,2021,626.1074308175405,705608.7153393095,2190,False
sol_dual_full_causal_guard_rt8bps,SOL,dual,full_causal_guard,8,2022,-26.727636322082425,517016.18404650106,2190,False
sol_dual_full_causal_guard_rt8bps,SOL,dual,full_causal_guard,8,2023,8.11814277929821,558988.2960594753,2190,False
sol_dual_full_causal_guard_rt8bps,SOL,dual,full_causal_guard,8,2024,-8.16348728945372,513355.3575611261,2196,False
sol_dual_full_causal_guard_rt8bps,SOL,dual,full_causal_guard,8,2025,-1.691454561497674,504672.18494896573,2190,False
sol_dual_full_causal_guard_rt8bps,SOL,dual,full_causal_guard,8,2026,5.086888109907739,530344.2943191463,1086,True
