case_id,asset,strategy,window,roundtrip_cost_bps,module,trades,pnl,win_rate_pct,profit_factor,avg_win_loss_ratio,max_consecutive_losses,avg_trade_pct
eth_dual_full_rt12bps,ETH,dual,full,12,sweep_reversal_short,5,-892.6024995088393,20.0,0.49964353181920645,1.9985741272768258,4,0.27788579951510817
sol_dual_full_rt12bps,SOL,dual,full,12,bear_core,15,55033.720413178686,66.66666666666666,1.8805048288700226,0.9402524144350114,2,3.467488439551921
sol_dual_full_rt12bps,SOL,dual,full,12,breakout_retest_long,1,-4230.992320240372,0.0,0.0,,1,-4.750435370505238
sol_dual_full_rt12bps,SOL,dual,full,12,bull_trap_short,2,1011.3046172089671,50.0,1.8221604926044552,1.8221604926044552,1,2.2509620444199707
sol_dual_full_rt12bps,SOL,dual,full,12,core_add_long,1,-5342.289054815108,0.0,0.0,,1,-23.75775301449667
sol_dual_full_rt12bps,SOL,dual,full,12,core_long,120,560607.5481878042,44.166666666666664,1.4948035189584046,1.8896572786832666,6,5.071689698852406
sol_dual_full_rt12bps,SOL,dual,full,12,crash_short,18,12898.547764724384,61.111111111111114,2.1270250999611227,1.353561427247987,2,3.0667972301627247
sol_dual_full_rt12bps,SOL,dual,full,12,dip_buy_long,7,21283.551515681916,85.71428571428571,9.138471840595987,1.5230786400993312,1,4.907889883139219
sol_dual_full_rt12bps,SOL,dual,full,12,pullback_struct_long,44,41293.471532164636,52.27272727272727,1.6535861050324208,1.509796008942645,4,2.0945874621913423
sol_dual_full_rt12bps,SOL,dual,full,12,sweep_reversal_long,20,-16871.338141041164,20.0,0.4260431435092967,1.7041725740371867,7,1.866271521032301
sol_dual_full_rt12bps,SOL,dual,full,12,sweep_reversal_short,11,-5351.3042692544595,9.090909090909092,0.24358213012536703,2.4358213012536702,8,-1.9574288761393186
btc_dual_full_rt20bps,BTC,dual,full,20,bear_core,29,10603.739419212427,58.620689655172406,1.4560728236049225,1.0278161107799453,3,1.9663844191653488
btc_dual_full_rt20bps,BTC,dual,full,20,breakout_retest_long,5,486.4847603721246,40.0,1.0872023457885929,1.6308035186828893,2,0.5066269234626799
btc_dual_full_rt20bps,BTC,dual,full,20,bull_trap_short,2,-1180.790346201219,0.0,0.0,,2,-0.7582199680157492
btc_dual_full_rt20bps,BTC,dual,full,20,core_add_long,1,-1251.6016941400399,0.0,0.0,,1,-5.188888685144262
btc_dual_full_rt20bps,BTC,dual,full,20,core_long,135,251529.09662489168,57.77777777777777,2.3485806030025786,1.7162704406557308,4,2.395492580221293
btc_dual_full_rt20bps,BTC,dual,full,20,crash_short,11,1679.2988854879,36.36363636363637,1.5770937647769334,2.7599140883596336,3,0.2551089488096303
btc_dual_full_rt20bps,BTC,dual,full,20,dip_buy_long,4,1904.0751949638902,50.0,6.086144227309361,6.086144227309361,2,1.8696107365246064
btc_dual_full_rt20bps,BTC,dual,full,20,meanrev_range_long,1,-1070.9741552000055,0.0,0.0,,1,-1.25287194800633
btc_dual_full_rt20bps,BTC,dual,full,20,pullback_struct_long,116,3695.9636748072926,37.93103448275862,1.0478042059566197,1.7145887006562868,6,0.10372921023597562
btc_dual_full_rt20bps,BTC,dual,full,20,sweep_reversal_long,34,-7484.921399971605,26.47058823529412,0.6822974761239888,1.89527076701108,6,-0.16247476655964047
btc_dual_full_rt20bps,BTC,dual,full,20,sweep_reversal_short,11,6350.127947140233,63.63636363636363,5.917225792222516,3.381271881270009,2,1.8544402733713072
eth_dual_full_rt20bps,ETH,dual,full,20,bear_core,31,16556.034078143814,54.83870967741935,1.4477364628963985,1.1922535576793867,2,0.8442976521889759
eth_dual_full_rt20bps,ETH,dual,full,20,breakout_retest_long,1,1982.9641270844145,100.0,,,0,2.8118642132589926
eth_dual_full_rt20bps,ETH,dual,full,20,core_add_long,1,1224.079973091451,100.0,,,0,4.760161290322575
eth_dual_full_rt20bps,ETH,dual,full,20,core_long,155,309735.7910839754,50.32258064516129,1.5373131157157394,1.5176039732065634,5,2.5433251441019444
eth_dual_full_rt20bps,ETH,dual,full,20,crash_short,21,-1403.498962638902,38.095238095238095,0.8927847535843086,1.4507752245745016,4,-1.5661394665171966
eth_dual_full_rt20bps,ETH,dual,full,20,dip_buy_long,7,4177.379439427363,71.42857142857143,4.083552512742226,1.6334210050968903,2,2.13574392107405
