Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
1.35722776,37,44,8931.1,8562.849294818507,8562.849294818507,9667.601410362986,-509.2973891578826,9.49730944598404,-0.04201590900330542,2020-01-18 04:00:00+00:00,2020-01-19 08:00:00+00:00,1 days 04:00:00,pullback_struct_long
4.25013476,103,133,9359.79,9396.68,,,124.9004612476364,31.88701004875889,0.0031397512123667324,2020-01-29 04:00:00+00:00,2020-02-03 04:00:00+00:00,5 days 00:00:00,core_long
2.10907016,133,140,9396.68,9160.01,9160.01,10153.660069576688,-514.8085792261494,15.654944458948162,-0.02597648062932875,2020-02-03 04:00:00+00:00,2020-02-04 08:00:00+00:00,1 days 04:00:00,pullback_struct_long
4.28761525,145,157,9241.61,9788.15,,,2310.7163230630595,32.636915671936,0.058315390500140014,2020-02-05 04:00:00+00:00,2020-02-07 04:00:00+00:00,2 days 00:00:00,core_long
1e-08,157,182,9788.15,9749.61,,,-4.6355103999999127e-07,7.815104000000001e-08,-0.0047358391524444385,2020-02-07 04:00:00+00:00,2020-02-11 08:00:00+00:00,4 days 04:00:00,pullback_struct_long
1.5020171900000001,157,187,9788.15,10279.36,9450.690939638569,10463.03812072286,725.7491659077017,12.056697992198762,0.049364077583608716,2020-02-07 04:00:00+00:00,2020-02-12 04:00:00+00:00,5 days 00:00:00,pullback_struct_long
1e-08,187,214,10279.36,9871.2,,,-4.162202239999992e-06,8.060224000000002e-08,-0.040490869470472805,2020-02-12 04:00:00+00:00,2020-02-16 16:00:00+00:00,4 days 12:00:00,core_long
3.97287072,187,223,10279.36,9730.55,,,-2212.1498940627366,31.798714219534084,-0.05416815482675964,2020-02-12 04:00:00+00:00,2020-02-18 04:00:00+00:00,6 days 00:00:00,core_long
1e-08,223,238,9730.55,9577.4,,,-1.608731800000004e-06,7.72318e-08,-0.016532794138049742,2020-02-18 04:00:00+00:00,2020-02-20 16:00:00+00:00,2 days 12:00:00,core_long
4.10604357,223,247,9730.55,9670.56,,,-278.1862749508482,31.86472118654508,-0.0069626530874411716,2020-02-18 04:00:00+00:00,2020-02-22 04:00:00+00:00,4 days 00:00:00,core_long
0.82931792,247,261,9670.56,9816.21,9310.238299983279,10391.203400033439,114.32586402243281,6.46429102556736,0.01425515089095142,2020-02-22 04:00:00+00:00,2020-02-24 12:00:00+00:00,2 days 08:00:00,pullback_struct_long
